complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,reporting_delay_hours,bank_response_delay_hours,fraud_unauthorized_flag,report_date
CBK0001867,TXN00017191,USR13167,MCH3106,,,-13889.45,merchant service issue,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,Resolved,,Medium,Email,,,0,
CBK0001712,TXN00007450,USR20950,MCH4523,,,-1985.25,delivery issue,Merchant service was not delivered after payment.,PENDING_BANK,,HIGH,chatbot,,,0,
CBK0000165,TXN00013500,USR82240,MCH3046,,2026-03-09,-3214.54,charged twice,User reports money deducted but merchant denies receiving payment.,OPEN,,P4,IVR,,,0,2026-03-09
CBK0002719,TXN00016715,USR73639,MCH6051,2026-01-09,,1128.27,suspicious transaction,payment made to unknown merchant as per customer statement.,REJECTED,,Medium,ivr,,,0,
CBK0001706,TXN00012764,USR22644,MCH1401,,,9737.34,service failed,Complaint received after multiple failed attempts.,Closed,,P3,chatbot,,,0,
CBK0000945,TXN00003565,USR46365,MCH4473,,,1723.81,ATO,merchant service was not delivered after payment.,REJECTED,2026-04-08 03:51:15,P2,Branch,,,0,
CBK0001335,TXN00016756,USR44060,MCH7471,2026-03-14,,455.72,incorrect amount,Customer complaint text unclear due to poor call center notes.,REJECTED,,Medium,Call Center,,,0,
CBK0000852,TXN00010668,USR81745,MCH4420,,,1305.45,not done by me,Customer says amount was debited twice. NA,PENDING_BANK,,P3,App,,,0,
CBK0002796,TXN00001679,USR97772,MCH2029,,,-705.52,ATO,Complaint received after multiple failed attempts.,WIP,,M,IVR,,,0,
CBK0000318,TXN00001878,USR10693,MCH5303,2026-03-08,,,not delivered,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,High,ivr,,,0,
CBK0001790,TXN00000533,USR46536,MCH5535,,,6055.78,fraud,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,OPEN,,MEDIUM,Email,,,1,
CBK0000283,TXN00017871,USR39576,MCH3354,,,,fraud,Payment made to unknown merchant as per cust statement.,Rejected,,HIGH,ivr,,,1,
CBK0001613,TXN00012902,USR20076,MCH8345,2026-02-18,2026-02-20,586.88,Merchant Not Delivered,Customer says transaction was not authorized.,PENDING_BANK,2026-03-21 05:15:27,LOW,Email,48.0,701.2575,0,2026-02-20
CBK0002598,TXN00012208,USR54794,MCH2336,2026-01-06,,5802.45,Fraud Suspected,Payment made to unknown merchant as per cust statement.,Closed,,Medium,Branch,,,1,
CBK0001754,TXN00006873,USR95486,MCH1520,,,,item not received,Customer says amount was debited twice. call dropped,REJECTED,,CRIT,Branch,,,0,
CBK0000642,TXN00009627,USR88037,MCH4516,2026-02-04,,10535.8,customer issue,Merchant service was not delivered after payment.,IN_PROGRESS,,L,Call Center,,,0,
CBK0000637,TXN00005214,USR91453,MCH6014,,,,delivery issue,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,Medium,chatbot,,,0,
CBK0001718,TXN33788,USR58639,MCH2757,,,-664.74,Wrong Amount,User reports money deducted but merchant denies receiving payment.,OPEN,2026-01-26 16:14:30,LOW,Branch,,,0,
CBK0002437,TXN00007105,USR45914,MCH3247,,,,Wrong Amount,Payment made to unknown merchant as per customer statement. details missing,Pending Bank,,Medium,Call Center,,,0,
CBK0000245,TXN00010561,USR45218,MCH8515,,2026-02-06,,incorrect amount,Customer says amount was debited twice.,RESOLVED,,P4,CHATBOT,,,0,2026-02-06
CBK0001410,TXN00012186,USR14130,MCH6048,,,4466.44,scam,User says UPI PIN was not entered by them.,WIP,,L,ivr,,,0,
CBK0001558,TXN00018011,USR70587,MCH9995,,2026-02-12,550.29,amount mismatch,User claims account was compromised before transaction. NA,PENDING_BANK,,L,Email,,,0,2026-02-12
CBK0000610,TXN00014090,USR65211,MCH6850,,,848.3,Account Takeover,User says UPI PIN was not entered by them.,Open,,M,ivr,,,0,
CBK0002304,TXN00005004,USR24536,MCH6507,,,,Unauthorized Transaction,Customer says transaction was not authorized.,Resolved,,Medium,Branch,,,1,
CBK0000205,TXN00009947,USR49302,MCH7335,,,,UNAUTHORISED,Complaint received after multiple failed attempts.,WIP,,CRIT,App,,,1,
CBK0002199,TXN83913,USR69345,MCH1289,,,,charged twice,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,P2,Branch,,,0,
CBK0000096,TXN00015289,USR24926,MCH9472,,,,service failed,Payment made to unknown merchant as per customer statement.,Closed,,Low,ivr,,,0,
CBK0001480,TXN00010969,40561,MCH9717,2026-02-17,,1918.05,merchant service issue,Customer says amount was debited twice. call dropped,Open,,LOW,Call Center,,,0,
CBK0001125,TXN00011934,USR25357,8928,,,,service failed,User claims account was compromised before transaction.,CLOSED,2026-03-06 11:31:18,P3,Call Center,,,0,
CBK0000842,TXN00002437,58147,MCH1299,,,,Fraud Suspected,Suspicious high-value payment disputed by customer.,PENDING_BANK,,HIGH,Call Center,,,1,
CBK0002364,TXN00001342,USR61151,MCH5245,,,,incorrect amount,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,HIGH,ivr,,,0,
CBK0000474,TXN00009795,USR24690,MCH8976,,,,double debit,Suspicious high-value payment disputed by customer.,RESOLVED,,P4,IVR,,,0,
CBK0001677,TXN00005417,USR53957,MCH2848,,,,delivery issue,Payment made to unknown merchant as per customer statement.,Closed,,Medium,App,,,0,
CBK0002352,TXN00009981,USR92382,MCH2075,,2026-03-12,1850.41,FRAUD,Customer says transaction was not authorized.,CLOSED,,H,Call Center,,,1,2026-03-12
CBK0000055,TXN00017357,USR15485,MCH3992,,,,complaint,User claims account was compromised before txn.,IN_PROGRESS,,P1,chatbot,,,0,
CBK0002441,TXN00007492,USR71182,MCH9948,,2026-03-12,1969.45,Duplicate Debit,Customer says transaction was not authorized.,OPEN,,P4,chatbot,,,0,2026-03-12
CBK0001193,TXN00014849,USR27328,MCH4912,,,,double debit,merchant service was not delivered after payment.,REJECTED,2026-02-09 00:04:06,P2,Branch,,,0,
CBK0002705,TXN00005717,USR91772,MCH2757,,,2449.38,Wrong Amount,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,,P4,IVR,,,0,
CBK0001851,TXN00006293,USR95875,MCH2065,,,,delivery issue,Merchant service was not delivered after payment.,Pending Bank,,P3,IVR,,,0,
CBK0002384,TXN00005874,USR26867,MCH5264,,,,DUP_DEBIT,User says UPI PIN was not entered by them.,Resolved,,MEDIUM,Email,,,0,
CBK0001729,TXN00002228,USR56148,MCH6141,,,,Wrong Amount,User claims account was compromised before transaction.,Pending Bank,,H,chatbot,,,0,
CBK0001485,TXN00000921,USR25087,MCH2266,,2026-03-08,,service failed,user claims account was compromised before transaction.,CLOSED,,Low,Email,,,0,2026-03-08
CBK0002550,TXN00001381,USR44152,MCH1993,,2026-03-09,,incorrect amount,User claims account was compromised before transaction.,IN_PROGRESS,,P4,ivr,,,0,2026-03-09
CBK0001475,TXN00017932,USR30591,MCH4204,,,,no service,Suspicious high-value payment disputed by customer. details missing,OPEN,,P1,Branch,,,0,
CBK0000033,TXN00009708,USR97772,MCH5076,,,3007.22,amount mismatch,merchant service was not delivered after payment.,Rejected,,High,ivr,,,0,
CBK0001804,TXN00008462,USR37261,MCH2030,,,-884.33,Unauthorized Transaction,Customer says amount was debited twice.,Rejected,2026-03-11 01:34:51,LOW,Email,,,1,
CBK0000724,TXN00001310,USR27947,MCH2065,,,,unauth txn,Merchant service was not delivered after payment.,Open,,L,Branch,,,0,
CBK0002240,TXN00000019,USR40246,MCH4062,,,377.11,suspicious transaction,Customer says amount was debited twice.,In Progress,2026-03-08 01:49:15,High,chatbot,,,0,
CBK0001379,TXN00010182,USR52335,MCH5954,,2026-04-02,,ATO,User says UPI PIN was not entered by them.,CLOSED,,LOW,Branch,,,0,2026-04-02
CBK0000668,TXN00011231,USR61576,7063,,2026-03-15,4533.6,not done by me,User reports money deducted but merchant denies receiving payment. details missing,PENDING_BANK,,M,IVR,,,0,2026-03-15
CBK0000799,TXN00012446,USR75853,2771,,,,unauthorized_transaction,Customer says transaction was not authorized.,Rejected,,M,ivr,,,1,
CBK0000762,TXN00003810,USR65062,MCH5911,,,,Merchant Not Delivered,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,,Medium,IVR,,,0,
CBK0002241,TXN00009947,USR75572,MCH3262,,2026-01-03,,Account Takeover,Merchant service was not delivered after payment. pls check asap,Open,,High,Branch,,,0,2026-01-03
CBK0000120,TXN00005470,USR35882,MCH5805,,,,complaint,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,OPEN,,M,chatbot,,,0,
CBK0001486,TXN00012555,USR32962,MCH5076,,,2740.59,customer issue,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,,Low,IVR,,,0,
CBK0000278,TXN00018188,USR33934,MCH1639,,,609.57,customer issue,Payment made to unknown merchant as per customer statement.,In Progress,,P1,Branch,,,0,
CBK0001433,TXN00011103,USR93242,MCH9047,,,,double debit,Suspicious high-value payment disputed by cust.,Resolved,,P4,Branch,,,0,
CBK0000423,TXN00012405,USR33721,MCH8247,,,,charged twice,User claims account was compromised before transaction.,Rejected,,Medium,Branch,,,0,
CBK0001435,TXN00004594,USR40538,MCH1070,2026-01-16,,262.38,fraud,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,WIP,,P4,IVR,,,1,
CBK0001616,TXN00009207,USR49823,MCH8953,,,,Wrong Amount,Suspicious high-value payment disputed by customer.,Open,,HIGH,chatbot,,,0,
CBK0001552,TXN00014793,USR10598,MCH1855,,,,item not received,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,IN_PROGRESS,,P2,chatbot,,,0,
CBK0002116,TXN00018024,USR18423,MCH9655,,,,Merchant Not Delivered,user says upi pin was not entered by them.,CLOSED,,MEDIUM,chatbot,,,0,
CBK0001293,TXN00010530,USR99535,MCH4181,,,7652.76,DUP_DEBIT,User claims account was compromised before transaction.,Pending Bank,,P2,App,,,0,
CBK0000110,TXN00005150,USR19275,MCH7578,,,,account hacked,Customer complaint text unclear due to poor call center notes.,Rejected,,MEDIUM,Call Center,,,0,
CBK0000851,TXN00015265,USR52830,MCH1188,,,,scam,User says UPI PIN was not entered by them.,CLOSED,,M,IVR,,,0,
CBK0000664,TXN00014659,USR74769,MCH9010,,,1093.6,Unauthorized Transaction,suspicious high-value payment disputed by customer.,Open,,CRIT,App,,,1,
CBK0000737,TXN00008826,85122,MCH9786,,2026-01-24,1347.43,login compromised,Complaint received after multiple failed attempts.,Open,,Low,Email,,,0,2026-01-24
CBK0001284,TXN00000281,USR46321,MCH9422,2026-01-10,,-1426.33,item not received,User claims account was compromised before transaction.,REJECTED,,HIGH,Call Center,,,0,
CBK0002010,TXN00008590,USR58106,MCH9878,,,,incorrect amount,User claims account was compromised before transaction.,OPEN,,M,Email,,,0,
CBK0002245,,USR77262,MCH9007,,,,double debit,Payment made to unknown merchant as per cust statement.,In Progress,,M,chatbot,,,0,
CBK0002235,TXN00009348,USR81487,MCH6056,,,2309.36,double debit,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,In Progress,,Low,CHATBOT,,,0,
CBK0001762,TXN00011289,USR14871,MCH4080,2026-02-19,,1035.0,item not received,User reports money deducted but merchant denies receiving payment.,WIP,2026-03-22 04:25:49,High,Branch,,,0,
CBK0001604,TXN00019626,USR38245,MCH7973,,,,fraud,Suspicious high-value payment disputed by customer.,REJECTED,,MEDIUM,Email,,,1,
CBK0002182,TXN00015499,USR22939,MCH5631,,,1792.1,delivery issue,Customer says transaction was not authorized.,In Progress,,LOW,IVR,,,0,
CBK0000904,,USR46902,MCH9120,,,,Wrong Amount,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,L,CHATBOT,,,0,
CBK0002381,TXN00011829,USR54103,MCH7837,,2026-01-19,,suspicious transaction,Customer says transaction was not authorized.,Open,,High,Call Center,,,0,2026-01-19
CBK0000835,TXN00016557,USR82094,MCH3363,2026-03-20,,,account hacked,User claims account was compromised before transaction. pls check asap,Pending Bank,,P3,Call Center,,,0,
CBK0000403,TXN00014814,USR43455,MCH2055,,,7081.78,charged twice,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,Low,Call Center,,,0,
CBK0000426,TXN00001222,USR40061,MCH7377,2026-01-13,,10359.87,service failed,User reports money deducted but merchant denies receiving payment.,Open,,P3,Email,,,0,
CBK0002539,TXN00001614,USR85040,MCH7599,,,,merchant service issue,customer says amount was debited twice.,Pending Bank,,Low,ivr,,,0,
CBK0000672,TXN94670,USR23466,MCH2383,,,,charged twice,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,WIP,,L,Email,,,0,
CBK0000170,TXN00016286,USR62841,MCH6175,,,800.41,unauthorized_transaction,customer says transaction was not authorized.,WIP,,Medium,ivr,,,1,
CBK0000632,TXN00016316,USR44482,MCH7297,,,,dispute raised,User says UPI PIN was not entered by them.,RESOLVED,,Low,Call Center,,,0,
CBK0002133,TXN00010760,USR68349,MCH2383,,,1471.98,complaint,Customer complaint text unclear due to poor call center notes.,WIP,,M,Branch,,,0,
CBK0001183,TXN00017897,USR88749,MCH7263,2026-01-25,,,dispute raised,Customer complaint text unclear due to poor call center notes.,Resolved,,MEDIUM,Branch,,,0,
CBK0000342,TXN00004782,USR30157,MCH5825,,,779.81,customer issue,Customer complaint text unclear due to poor call center notes.,Rejected,,MEDIUM,Call Center,,,0,
CBK0001451,TXN00003075,USR13134,MCH6033,,2026-02-03,,extra amount deducted,User claims account was compromised before transaction.,OPEN,,LOW,Email,,,0,2026-02-03
CBK0002072,TXN00004967,USR42423,MCH8097,,,-952.74,charged twice,Suspicious high-value payment disputed by customer.,RESOLVED,,LOW,Call Center,,,0,
CBK0002486,TXN00007604,USR66432,MCH6076,,,440.35,delivery issue,Merchant service was not delivered after payment.,Open,2026-03-22 18:40:38,Medium,CHATBOT,,,0,
CBK0001104,TXN00007230,USR60004,MCH8097,,,,scam,Suspicious high-value payment disputed by customer.,Resolved,,CRITICAL,App,,,0,
CBK0000824,TXN78658,USR57147,MCH4226,2026-02-18,,2283.69,extra amount deducted,User says UPI PIN was not entered by them.,Closed,,Critical,IVR,,,0,
CBK0000049,TXN00009231,USR41135,MCH3165,2026-03-11,,,scam,Customer complaint text unclear due to poor call center notes.,WIP,,Low,Branch,,,0,
CBK0000576,TXN00019045,USR84127,MCH4763,,,4841.06,unauthorized_transaction,customer complaint text unclear due to poor call center notes.,PENDING_BANK,,Medium,Branch,,,1,
CBK0001936,TXN00016714,USR63167,MCH9457,,,,complaint,suspicious high-value payment disputed by customer.,Pending Bank,,P3,IVR,,,0,
CBK0000103,TXN00008797,USR69455,MCH2902,,,,account hacked,User says UPI PIN was not entered by them.,Pending Bank,,Medium,IVR,,,0,
CBK0001724,TXN00001257,USR18577,MCH5237,,,,Fraud Suspected,customer says transaction was not authorized.,Closed,,L,ivr,,,1,
CBK0000243,TXN00006922,USR46902,MCH2461,2026-02-13,,-1272.25,suspicious transaction,User claims account was compromised before transaction.,Closed,,P4,App,,,0,
CBK0000515,TXN00005131,USR30157,MCH8694,,,9968.68,customer issue,Payment made to unknown merchant as per customer statement.,Open,,Medium,CHATBOT,,,0,
CBK0002691,TXN00002791,USR22598,MCH2822,,,,service failed,Customer says transaction was not authorized.,Open,2026-02-23 20:56:14,CRIT,IVR,,,0,
CBK0001254,TXN00015085,USR72505,MCH4244,,,3569.92,charged twice,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Open,,LOW,Branch,,,0,
CBK0002569,TXN00012026,USR10288,MCH8779,2026-01-12,,,Account Takeover,Payment made to unknown merchant as per customer statement.,REJECTED,,P4,App,,,0,
CBK0000912,TXN00017717,USR72474,MCH8508,,,24414.54,suspicious transaction,Complaint received after multiple failed attempts.,Open,,Low,Email,,,0,
CBK0000379,TXN00005013,USR11871,MCH1785,,,1946.17,Wrong Amount,User claims account was compromised before transaction.,OPEN,,L,App,,,0,
CBK0000529,TXN00016687,USR79572,MCH6500,,,15660.34,Merchant Not Delivered,User reports money deducted but merchant denies receiving payment.,CLOSED,,P3,ivr,,,0,
CBK0001805,TXN00007244,USR76141,MCH3777,,,3040.89,Account Takeover,User claims account was compromised before transaction.,IN_PROGRESS,,H,CHATBOT,,,0,
CBK0000881,TXN00009647,USR95891,MCH5076,,,,merchant service issue,User reports money deducted but merchant denies receiving payment.,In Progress,,Medium,ivr,,,0,
CBK0001009,TXN00016326,USR34963,MCH9568,2026-03-13,,905.23,incorrect amount,user claims account was compromised before transaction.,IN_PROGRESS,,P4,CHATBOT,,,0,
CBK0002707,TXN00010218,USR11076,MCH7833,,,,delivery issue,user reports money deducted but merchant denies receiving payment.,Closed,,MEDIUM,Branch,,,0,
CBK0001445,TXN00003088,USR27045,MCH4407,,,,Fraud Suspected,User says UPI PIN was not entered by them.,OPEN,,M,App,,,1,
CBK0001702,TXN00003610,USR66677,MCH8953,2026-01-30,2026-02-03,,DUP_DEBIT,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Closed,,P4,IVR,96.0,,0,2026-02-03
CBK0002518,TXN00001703,USR36969,MCH3491,2026-03-13,,,not delivered,User reports money deducted but merchant denies receiving payment.,WIP,,Medium,Email,,,0,
CBK0001694,TXN51122,USR46938,MCH9841,2026-03-02,,,Wrong Amount,Customer says amount was debited twice.,REJECTED,,Low,Email,,,0,
CBK0000043,TXN00015200,USR15181,MCH4051,,,,incorrect amount,complaint received after multiple failed attempts.,Resolved,,L,ivr,,,0,
CBK0002493,TXN00014670,USR79511,MCH9179,2026-03-13,2026-03-19,1969.23,unauth txn,Merchant service was not delivered after payment.,In Progress,,M,IVR,144.0,,0,2026-03-19
CBK0002402,TXN00015883,USR71704,MCH9745,2026-01-08,2026-01-19,2183.47,no service,Suspicious high-value payment disputed by customer.,CLOSED,,P3,Call Center,264.0,,0,2026-01-19
CBK0000530,TXN00013623,USR83977,7491,,,5881.5,Duplicate Debit,Customer complaint text unclear due to poor call center notes.,Rejected,,H,CHATBOT,,,0,
CBK0001362,TXN00003264,USR32927,MCH3566,,,,not delivered,User says UPI PIN was not entered by them.,IN_PROGRESS,,High,Email,,,0,
CBK0000844,TXN00012434,USR60718,MCH5451,,,,merchant service issue,Customer says transaction was not authorized.,REJECTED,,M,chatbot,,,0,
CBK0000560,,USR33142,MCH4991,,,3235.8,account hacked,Payment made to unknown merchant as per customer statement.,RESOLVED,,High,CHATBOT,,,0,
CBK0001906,TXN00005849,USR68355,MCH6716,,,-2213.96,Duplicate Debit,customer says amount was debited twice.,RESOLVED,,P3,Call Center,,,0,
CBK0001073,TXN00004089,USR33934,MCH1529,,,493.48,dispute raised,Merchant service was not delivered after payment.,RESOLVED,,LOW,Call Center,,,0,
CBK0000917,TXN00010215,USR71348,MCH2938,,,,delivery issue,User says UPI PIN was not entered by them.,PENDING_BANK,,P3,chatbot,,,0,
CBK0001579,TXN00013935,USR67399,MCH5294,,,1513.85,incorrect amount,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,,L,App,,,0,
CBK0001324,TXN00002901,USR43702,MCH2167,,,,FRAUD,Suspicious high-value payment disputed by customer.,Open,,P3,CHATBOT,,,1,
CBK0001788,TXN00016160,USR74134,MCH4181,2026-01-25,,,DUP_DEBIT,User says UPI PIN was not entered by them.,CLOSED,,MEDIUM,ivr,,,0,
CBK0000717,TXN00011204,USR82688,MCH4181,,,,item not received,Customer says transaction was not authorized.,Rejected,,High,App,,,0,
CBK0002271,TXN00012860,USR27755,MCH6850,,,,account hacked,User reports money deducted but merchant denies receiving payment.,Pending Bank,,P4,App,,,0,
CBK0002524,TXN00010461,USR72734,MCH2390,,,,extra amount deducted,Suspicious high-value payment disputed by customer.,Open,,LOW,IVR,,,0,
CBK0000268,TXN00000069,16371,MCH5588,,,985.19,extra amount deducted,Merchant service was not delivered after payment.,PENDING_BANK,,CRIT,Email,,,0,
CBK0000025,TXN00018011,USR73468,MCH3488,,,376.33,Customer Dispute,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Rejected,,HIGH,ivr,,,0,
CBK0002252,TXN00018705,USR30837,MCH4857,,,325.69,dispute raised,Customer says amount was debited twice.,PENDING_BANK,,L,Email,,,0,
CBK0001230,TXN00015088,USR49696,MCH6914,,,590.13,item not received,user reports money deducted but merchant denies receiving payment.,RESOLVED,,Low,Call Center,,,0,
CBK0000725,TXN00001816,77595,MCH4624,,,506.82,fraud,Customer says transaction was not authorized.,Resolved,,H,CHATBOT,,,1,
CBK0000871,TXN00014130,USR50013,MCH3815,,,,suspicious transaction,Customer says transaction was not authorized.,Pending Bank,,M,chatbot,,,0,
CBK0001638,TXN00016806,USR90476,MCH2266,,,754.9,no service,Suspicious high-value payment disputed by customer.,CLOSED,,P3,Call Center,,,0,
CBK0001862,TXN00015119,USR29393,MCH2677,2026-01-29,,,not delivered,Customer says transaction was not authorized.,Rejected,,Low,chatbot,,,0,
CBK0000953,TXN00011579,USR13025,MCH7570,,,,merchant service issue,User claims account was compromised before transaction.,CLOSED,,Critical,chatbot,,,0,
CBK0001597,TXN00014374,USR80134,MCH4854,,,,unauth txn,Complaint received after multiple failed attempts.,RESOLVED,,P4,Branch,,,0,
CBK0000870,TXN00013994,USR44954,MCH7833,,2026-02-11,522.4,DUP_DEBIT,User says UPI PIN was not entered by them.,REJECTED,2026-02-25 02:46:35,M,ivr,,338.7763888888889,0,2026-02-11
CBK0000954,TXN00009961,USR59679,MCH7079,,,983.39,Customer Dispute,Merchant service was not delivered after payment.,Pending Bank,,P4,IVR,,,0,
CBK0001048,TXN00006989,USR32480,MCH4181,,2026-04-02,,FRAUD,Suspicious high-value payment disputed by customer.,PENDING_BANK,,M,ivr,,,1,2026-04-02
CBK0001910,TXN00015728,USR83310,MCH3536,,2026-01-28,791.9,Fraud Suspected,Customer complaint text unclear due to poor call center notes.,Rejected,,P4,Email,,,1,2026-01-28
CBK0000098,TXN00003777,USR36855,MCH7866,,,177.16,item not received,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,,Medium,App,,,0,
CBK0002471,TXN00004346,67181,MCH1914,,,,fraud,Suspicious high-value payment disputed by customer.,Rejected,,P4,Call Center,,,1,
CBK0002636,TXN00019539,USR51854,MCH1037,,,671.14,dispute raised,Complaint received after multiple failed attempts.,PENDING_BANK,,L,Branch,,,0,
CBK0001913,TXN00010478,USR46902,MCH9912,2026-03-16,,2872.74,account hacked,suspicious high-value payment disputed by customer.,In Progress,,MEDIUM,Email,,,0,
CBK0001514,TXN00017992,USR36766,MCH3815,2026-02-12,,,incorrect amount,Customer says amount was debited twice.,REJECTED,,Low,CHATBOT,,,0,
CBK0000255,TXN00008054,USR91954,MCH2417,,,472.22,Duplicate Debit,suspicious high-value payment disputed by customer.,Rejected,,P2,Branch,,,0,
CBK0000802,TXN00019956,USR41434,MCH1767,,,,no service,User claims account was compromised before transaction.,Pending Bank,,L,ivr,,,0,
CBK0001917,TXN00019782,USR15741,MCH5222,,2026-01-28,2150.18,delivery issue,Customer says amount was debited twice.,Rejected,2026-02-19 00:43:29,P2,ivr,,528.7247222222222,0,2026-01-28
CBK0002006,TXN00008821,USR51720,MCH8701,,2026-03-24,,Fraud Suspected,complaint received after multiple failed attempts.,WIP,,Low,Branch,,,1,2026-03-24
CBK0002151,TXN00009818,97580,MCH2800,,,2614.31,not done by me,User claims account was compromised before transaction. NA,WIP,,P3,chatbot,,,0,
CBK0002043,TXN00009451,USR14683,MCH5344,,,,Customer Dispute,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,PENDING_BANK,,Medium,CHATBOT,,,0,
CBK0001861,TXN00008377,USR29849,MCH5427,,,,Unauthorized Transaction,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,MEDIUM,IVR,,,1,
CBK0002295,TXN00011080,USR86500,MCH1485,,,3444.75,no service,Merchant service was not delivered after payment.,RESOLVED,,MEDIUM,chatbot,,,0,
CBK0001901,TXN00014122,USR98061,MCH7055,,,,customer issue,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Resolved,2026-04-11 16:03:17,MEDIUM,Call Center,,,0,
CBK0000699,TXN35789,USR17657,MCH1670,,,1813.99,double debit,Suspicious high-value payment disputed by customer.,RESOLVED,,Low,chatbot,,,0,
CBK0000405,TXN00010731,USR66391,MCH4181,,,,scam,User reports money deducted but merchant denies receiving payment.,Resolved,,LOW,CHATBOT,,,0,
CBK0001374,TXN85698,USR29467,MCH4473,,,551.1,dispute raised,complaint received after multiple failed attempts.,Pending Bank,,High,IVR,,,0,
CBK0000143,TXN59408,USR34207,MCH9423,2026-03-20,,,not done by me,Suspicious high-value payment disputed by cust.,Pending Bank,,HIGH,App,,,0,
CBK0002488,TXN00002926,USR83342,MCH8398,,,407.36,Account Takeover,Payment made to unknown merchant as per customer statement.,Closed,,Critical,Branch,,,0,
CBK0002319,TXN00011383,USR79596,MCH3966,,,1933.11,extra amount deducted,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Closed,2026-04-13 09:22:44,P3,Branch,,,0,
CBK0002720,TXN00010672,USR87829,MCH9344,,2026-02-14,,item not received,Customer complaint text unclear due to poor call center notes.,CLOSED,,M,chatbot,,,0,2026-02-14
CBK0000144,TXN00006125,USR91671,MCH4943,,,,no service,Merchant service was not delivered after payment. pls check asap,CLOSED,,High,chatbot,,,0,
CBK0002039,TXN00005346,USR68277,MCH2065,,,-5067.95,not done by me,Complaint received after multiple failed attempts.,IN_PROGRESS,,P3,CHATBOT,,,0,
CBK0002476,TXN56546,USR63172,MCH4667,,,,extra amount deducted,User says UPI PIN was not entered by them.,In Progress,,M,ivr,,,0,
CBK0000649,TXN00019659,USR74992,MCH8779,,,2545.52,no service,Payment made to unknown merchant as per cust statement.,CLOSED,,MEDIUM,IVR,,,0,
CBK0001419,TXN00003304,USR91108,MCH2574,,2026-01-11,,login compromised,Payment made to unknown merchant as per cust statement.,Closed,,Medium,Branch,,,0,2026-01-11
CBK0000680,TXN00006440,USR32302,MCH2383,,,,amount mismatch,Payment made to unknown merchant as per customer statement.,OPEN,,Low,App,,,0,
CBK0001400,TXN00013909,USR85655,MCH5170,,,836.05,ATO,Merchant service was not delivered after payment.,Rejected,,P1,Call Center,,,0,
CBK0002631,TXN00010422,USR63280,MCH9480,,2026-03-16,2144.03,FRAUD,Payment made to unknown merchant as per customer statement.,Rejected,,Medium,ivr,,,1,2026-03-16
CBK0000134,TXN00007757,USR87362,MCH3332,,,-2328.13,Merchant Not Delivered,Suspicious high-value payment disputed by customer.,OPEN,2026-04-15 22:34:56,HIGH,Branch,,,0,
CBK0002742,TXN00015781,USR70003,MCH5954,,2026-02-20,,Account Takeover,User says UPI PIN was not entered by them.,WIP,,Medium,App,,,0,2026-02-20
CBK0001184,TXN00010902,USR62254,MCH4226,2026-03-03,,,dispute raised,Complaint received after multiple failed attempts.,REJECTED,,MEDIUM,App,,,0,
CBK0002704,TXN00013438,USR19231,MCH9625,,,532.41,ATO,Customer complaint text unclear due to poor call center notes.,Closed,,MEDIUM,CHATBOT,,,0,
CBK0001780,TXN00012392,USR78095,MCH8798,,2026-03-22,,scam,Customer says amount was debited twice.,In Progress,,MEDIUM,Email,,,0,2026-03-22
CBK0001081,TXN00019947,USR35882,MCH7833,,,,UNAUTHORISED,Customer says transaction was not authorized.,WIP,,M,Email,,,1,
CBK0001043,TXN00017300,USR36485,MCH4326,,,2554.87,Duplicate Debit,User says UPI PIN was not entered by them.,Pending Bank,,HIGH,Branch,,,0,
